id,name,city,state,lon,lat
5763,"Columbus Development Center","COLUMBUS","OH",-0083.054909,+0039.958126
5764,"Community Hospital of Bedford","NORTHFIELD","OH",-0081.534843,+0041.395054
5765,"Community Hospital of Springfield and Clark County","SPRINGFIELD","OH",-0083.769096,+0039.919781
5766,"Conover Hospital","CARLISLE","OH",-0084.276611,+0039.558666
5767,"Coshocton County Memorial Hospital","COSHOCTON","OH",-0081.847633,+0040.270901
5768,"Coshocton Hospital","COSHOCTON","OH",-0081.847633,+0040.270634
5769,"County Infirmary Farm","CHAMPION HEIGHTS","OH",-0080.836197,+0041.278946
5770,"County Pre-Release Center and Ohio Correctional Medical Center","GRANDVIEW HEIGHTS","OH",-0083.016022,+0039.917847
5771,"Crile Hospital (historical)","BROOK PARK","OH",-0081.764854,+0041.368114
5772,"Dayton State Hospital","DAYTON","OH",-0084.161331,+0039.738117
5773,"DeWeese Health Center","BRADY LAKE","OH",-0081.337616,+0041.146168
5774,"Deaconess Hospital","CINCINNATI","OH",-0084.521614,+0039.129501
5775,"Defiance Hospital","DEFIANCE","OH",-0084.341339,+0041.284218
5776,"Dettmer Hospital","PIQUA","OH",-0084.226334,+0040.086723
5777,"Doctors Hospital","HILLS AND DALES","OH",-0081.475121,+0040.798668
5778,"Doctors Hospital","BEACHWOOD","OH",-0081.590408,+0041.500332
5779,"Doctors Hospital North","BEXLEY","OH",-0083.008522,+0039.983955
5780,"Doctors Hospital West","LAKE DARBY","OH",-0083.137405,+0039.952847
5781,"Dunlap Memorial Hospital","DALTON","OH",-0081.763748,+0040.831997
5782,"East Liverpool Osteopath Hospital","CHESTER","OH",-0080.584236,+0040.621456
5783,"East Thirtyfifth Street City Dispensary Health Center","CLEVELAND","OH",-0081.664291,+0041.492828
5784,"Eastern Star Home","GAMBIER","OH",-0082.448219,+0040.388390
5785,"Elyria Memorial Hospital","ELYRIA","OH",-0082.097649,+0041.365875
5786,"Euclid-Glenville Hospital","BRATENAHL","OH",-0081.548454,+0041.599220
5787,"Fairfield County Mental Health and Retardation Center","LANCASTER","OH",-0082.585716,+0039.741734
5788,"Fairhill Mental Health Center","BRATENAHL","OH",-0081.599289,+0041.492554
5789,"Fairview Park Hospital","BROOK PARK","OH",-0081.824028,+0041.450329
5790,"Fayette County Memorial Hospital","BLOOMINGBURG","OH",-0083.427139,+0039.548122
5791,"Fisher-Titus Memorial Hospital","NORWALK","OH",-0082.603508,+0041.225613
5792,"Flower Hospital","OTTAWA HILLS","OH",-0083.692719,+0041.711990
5793,"Flower Hospital","OTTAWA HILLS","OH",-0083.555214,+0041.683109
5794,"Forest City Hospital","BRATENAHL","OH",-0081.612907,+0041.538658
5795,"Forest Hills Rest Home","BRATENAHL","OH",-0081.608734,+0041.536991
5796,"Fostoria City Hospital","FOSTORIA","OH",-0083.423813,+0041.163113
5797,"Franklin County Hospital","BEXLEY","OH",-0082.942398,+0039.930893
5798,"Franklin County Infirmary","BEXLEY","OH",-0082.942398,+0039.928394
5799,"Fulton County Health Center","WAUSEON","OH",-0084.135223,+0041.541725
5800,"Galion Community Hospital","CRESTLINE","OH",-0082.801567,+0040.731449
5801,"Geauga Community Hospital","BAY VILLAGE","OH",-0081.910973,+0041.425606
5802,"General Hospital","AKRON","OH",-0081.531509,+0041.078667
5803,"General Hospital","AKRON","OH",-0081.510948,+0041.132835
5804,"Getwell Hospital (historical)","CINCINNATI","OH",-0084.497162,+0039.129230
5805,"Glenbeigh Hospital","BEREA","OH",-0081.824577,+0041.434490
5806,"Good Samaritan Hospital","CINCINNATI","OH",-0084.521339,+0039.139782
5807,"Good Samaritan Hospital","DAYTON","OH",-0084.234383,+0039.788116
5808,"Good Samaritan Hospital","FAIRVIEW LANES","OH",-0082.711578,+0041.445610
5809,"Grace Hospital","BROOKLYN","OH",-0081.692635,+0041.480331
5810,"Grady Memorial Hospital","DELAWARE","OH",-0083.089630,+0040.305340
5811,"Grandview Hospital","DAYTON","OH",-0084.202156,+0039.768665
5812,"Greenbriar Nursing Center","EATON","OH",-0084.644951,+0039.758110
5813,"Greene Memorial Hospital","WILBERFORCE","OH",-0083.927711,+0039.700062
5814,"Greenfield Area Medical Center","GREENFIELD","OH",-0083.387978,+0039.348675
5815,"Guernsey Memorial Hospital","CAMBRIDGE","OH",-0081.577347,+0040.041183
5816,"Hamilton County Infirmary","AMBERLEY","OH",-0084.471046,+0039.193119
5817,"Harding Hospital","HUBER RIDGE","OH",-0083.004906,+0040.087845
5818,"Hawthornden State Hospital","MACEDONIA","OH",-0081.575127,+0041.348663
5819,"Health Hill Hospital For Children","CLEVELAND","OH",-0081.607346,+0041.482834
5820,"Highland Hospital","HILLSBORO","OH",-0083.611031,+0039.221733
5821,"Highland View County Hospital","BEACHWOOD","OH",-0081.503166,+0041.454224
5822,"Hillcrest Clinic","BEACHWOOD","OH",-0081.434837,+0041.518383
5823,"Hobart Hospital (historical)","BOSTON HEIGHTS","OH",-0081.438164,+0041.247837
5824,"Hocking Valley Community Hospital","LOGAN","OH",-0082.429596,+0039.548130
5825,"Holmes Hospital","CINCINNATI","OH",-0084.504669,+0039.140343
5826,"Holy Family Hospital","BROADVIEW HEIGHTS","OH",-0081.711243,+0041.381443
5827,"Holzer Medical Center","HENDERSON","OH",-0082.200981,+0038.809799
5828,"Huron Road Hospital","BRATENAHL","OH",-0081.583176,+0041.524769
5829,"J Glen Smith Health Center","BRATENAHL","OH",-0081.607071,+0041.540051
5830,"James Cancer Hospital and Research Institute","BEXLEY","OH",-0083.017410,+0039.995346
5831,"Jewish Hospital","CINCINNATI","OH",-0084.499390,+0039.137001
5832,"Jewish Hospital Evendale Medical Center","AMBERLEY","OH",-0084.423546,+0039.255619
5833,"Joint Township District Memorial Hospital","NEW KNOXVILLE","OH",-0084.370781,+0040.544487
5834,"Kaiser Foundation Hospital","BROOK PARK","OH",-0081.774292,+0041.404221
5835,"Kettering Memorial Hospital","CENTERVILLE","OH",-0084.193001,+0039.696449
5836,"Knox Community Hospital","GAMBIER","OH",-0082.452103,+0040.398670
5837,"Lake County Crippled Children and Adults Hospital","FAIRPORT HARBOR","OH",-0081.297607,+0041.728104
5838,"Lake County Memorial Hospital","FAIRPORT HARBOR","OH",-0081.242325,+0041.722824
5839,"Lake County Memorial Hospital West","MAYFIELD","OH",-0081.432899,+0041.625610
5840,"Lake County Mental Retardation Center","EASTLAKE","OH",-0081.357895,+0041.648106
5841,"Lake Park Hospital","OTTAWA HILLS","OH",-0083.691048,+0041.708939
5842,"Lakewood Hospital","BROOKLYN","OH",-0081.797638,+0041.484219
5843,"Lancaster-Fairfield Hospital","LANCASTER","OH",-0082.577103,+0039.717564
5844,"Laurelwood Hospital","EUCLID","OH",-0081.433167,+0041.624489
5845,"Licking County Sanitarium","GRANVILLE","OH",-0082.447380,+0040.098675
5846,"Licking Memorial Hospital","GRANVILLE","OH",-0082.450706,+0040.048126
5847,"Lima State Hospital","CAIRO","OH",-0084.100510,+0040.781719
5848,"Lincoln Heights Health Center","AMBERLEY","OH",-0084.455498,+0039.243668
5849,"Lincoln Memorial Hospital","BEXLEY","OH",-0082.906837,+0039.945065
5850,"Livingston Avenue Medical Center","BEXLEY","OH",-0082.955460,+0039.948673
5851,"Longview State Hospital","AMBERLEY","OH",-0084.474937,+0039.188667
5852,"Lutheran Medical Center","BROOKLYN","OH",-0081.707634,+0041.487270
5853,"Madison County Hospital","CHOCTAW LAKE","OH",-0083.454094,+0039.892563
5854,"Madisonville Medical Center","AMBERLEY","OH",-0084.391327,+0039.160622
5855,"Magruder Hospital","PORT CLINTON","OH",-0082.932976,+0041.505611
5856,"Mansfield General Hospital","MANSFIELD","OH",-0082.528221,+0040.752277
5857,"Marietta Memorial Hospital","BOAZ","OH",-0081.465126,+0039.431744
5858,"Marion General Hospital","GREEN CAMP","OH",-0083.128525,+0040.570889
5859,"Mary Day Sanitarium","HILLS AND DALES","OH",-0081.514839,+0040.798668
5860,"Maryknoll Hospital","ARLINGTON HEIGHTS","OH",-0084.480225,+0039.276726
5861,"Marymount Hospital","BEDFORD","OH",-0081.597908,+0041.421162
5862,"Massillon Community Hospital","HILLS AND DALES","OH",-0081.517342,+0040.806168
5863,"Med-Center Hospital","MARION","OH",-0083.120743,+0040.570057
5864,"Medina Community Hospital","MEDINA","OH",-0081.838188,+0041.137833
5865,"Medonna Hall Womens Home for the Aged","BRATENAHL","OH",-0081.631241,+0041.506161
5866,"Memorial Hospital","BALLVILLE","OH",-0083.134636,+0041.338943
5867,"Memorial Hospital","WILMINGTON","OH",-0083.839920,+0039.443951
5868,"Memorial Hospital","GAMBIER","OH",-0082.486275,+0040.395622
5869,"Memorial Hospital of Geneva","GENEVA","OH",-0080.962036,+0041.799492
5870,"Memorial Hospital of Union County","MARYSVILLE","OH",-0083.367981,+0040.229233
5871,"Mentor Medical Park Clinic","EASTLAKE","OH",-0081.346504,+0041.664215
5872,"Mercer County Joint Township Community Hospital","COLDWATER","OH",-0084.639404,+0040.480328
5873,"Mercy Hospital","TIFFIN","OH",-0083.199089,+0041.111992
5874,"Mercy Hospital","GAMBIER","OH",-0082.482384,+0040.393951
5875,"Mercy Hospital","ROSSFORD","OH",-0083.556602,+0041.659489
5876,"Mercy Hospital of Fairfield","FOREST PARK","OH",-0084.517166,+0039.312279
5877,"Mercy Hospital of Hamilton","HAMILTON","OH",-0084.561340,+0039.402279
5878,"Mercy Memorial Hospital","URBANA","OH",-0083.729935,+0040.107838
5879,"Middletown Regional Hospital","MIDDLETOWN","OH",-0084.376045,+0039.508945
5880,"Midtown Nursing Home","BRATENAHL","OH",-0081.630409,+0041.503944
5881,"Millcreek Psychiatric Center for Children","AMBERLEY","OH",-0084.479942,+0039.187279
5882,"Molly Stark Hospital","LOUISVILLE","OH",-0081.249001,+0040.881447
5883,"Morrow County Hospital","CARDINGTON","OH",-0082.850464,+0040.548122
5884,"Mount Carmel Medical Center","BEXLEY","OH",-0083.021576,+0039.957005
5885,"Mount Saint Marys Hospital","NELSONVILLE","OH",-0082.243202,+0039.463398
5886,"Mount Sinai Hospital","BRATENAHL","OH",-0081.616234,+0041.509769
5887,"Mount Vernon State Hospital","GAMBIER","OH",-0082.444885,+0040.413120
5888,"New London Hospital","NEW LONDON","OH",-0082.400169,+0041.084774
5889,"Newton D Baker Health Center","BRATENAHL","OH",-0081.651787,+0041.519489
5890,"North Hospital","ARLINGTON HEIGHTS","OH",-0084.541885,+0039.193386
5891,"North Side Hospital","YOUNGSTOWN","OH",-0080.657295,+0041.134777
5892,"Northeastern Ohio General Hospital","MADISON","OH",-0081.047318,+0041.818378
5893,"O'Bleness Memorial Hospital","ATHENS","OH",-0082.113762,+0039.327011
5894,"Oakwood Sanitarium","BROOKLYN","OH",-0081.742073,+0041.477829
5895,"Ohio Valley Hospital","FOLLANSBEE","WV",-0080.624794,+0040.354790
5896,"Osteopathic Hospital","CAMPBELL","OH",-0080.644234,+0041.116726
5897,"Otis Hospital","CELINA","OH",-0084.564957,+0040.549217
5898,"Ottawa Valley Hospital","CRIDERSVILLE","OH",-0084.142448,+0040.722271
5899,"Our Lady of Mercy Hospital","MILFORD","OH",-0084.369110,+0039.149231
5900,"Parkview Hospital","ROSSFORD","OH",-0083.551041,+0041.661160
5901,"Parma Community General Hospital","BROOKLYN","OH",-0081.731522,+0041.381443
5902,"Peoples Hospital","MANSFIELD","OH",-0082.491280,+0040.758667
5903,"Pike County Hospital","PIKETON","OH",-0083.004074,+0039.115898
5904,"Piqua Memorial Medical Center","PIQUA","OH",-0084.248009,+0040.154491
5905,"Portsmouth Mental Receiving Hospital","NEW BOSTON","OH",-0082.970726,+0038.752575
5906,"Presbyterian Hospital (historical)","CINCINNATI","OH",-0084.521339,+0039.101452
5907,"Providence Hospital","FAIRVIEW LANES","OH",-0082.712128,+0041.436989
5908,"Providence Hospital","BRIDGETOWN NORTH","OH",-0084.570778,+0039.204777
5909,"Rainbow Hospital","BEACHWOOD","OH",-0081.517624,+0041.515614
5910,"Receiving Hospital","BOARDMAN","OH",-0080.638687,+0041.073666
5911,"Richland Hospital","LUCAS","OH",-0082.462669,+0040.743946
5912,"Richmond Heights General Hospital","EUCLID","OH",-0081.489281,+0041.580608
5913,"Rickley Memorial Hospital","DONNELSVILLE","OH",-0083.859100,+0039.921169
5914,"Riverside Hospital","NORTHWOOD","OH",-0083.515213,+0041.662270
5915,"Riverside Hospital","COLUMBUS","OH",-0083.034630,+0040.030346
5916,"Roche Memorial Hospital","PERRYSBURG","OH",-0083.597153,+0041.620609
5917,"Rutan Hospital","BELLEFONTAINE","OH",-0083.756325,+0040.369225
5918,"Ruth S Ide Community Mental Health Center","OTTAWA HILLS","OH",-0083.555214,+0041.683380
5919,"S M Heller Memorial Hospital","NAPOLEON","OH",-0084.126335,+0041.391441
5920,"Sagamore Hills Hospital","MACEDONIA","OH",-0081.564560,+0041.346992
5921,"Saint Anns Hospital","HUBER RIDGE","OH",-0082.948509,+0040.112846
5922,"Saint Anns Hospital","BEXLEY","OH",-0082.957962,+0039.960064
5923,"Saint Anns Hospital","BRATENAHL","OH",-0081.600677,+0041.491165
5924,"Saint Anthonys Hospital","BEXLEY","OH",-0082.963234,+0039.970623
5925,"Saint Anthonys Mercy Hospital","BEXLEY","OH",-0082.995468,+0039.932564
5926,"Saint Charles Hospital","NORTHWOOD","OH",-0083.485214,+0041.635880
5927,"Saint Elizabeths Hospital","AUSTINTOWN","OH",-0080.656731,+0041.113949
5928,"Saint Francis Hospital","BRIDGETOWN NORTH","OH",-0084.560509,+0039.126732
5929,"Saint Francis Of Oak Ridge Hospital","CLYDE","OH",-0083.052414,+0041.262272
5930,"Saint Francis-Saint George Hospital","BRIDGETOWN NORTH","OH",-0084.606888,+0039.135338
5931,"Saint John and West Shore Hospital","AVON","OH",-0081.943756,+0041.435604
5932,"Saint Johns Hospital","BROOKLYN","OH",-0081.739578,+0041.480881
5933,"Saint Joseph Hospital","AMBERLEY","OH",-0084.409378,+0039.260338
5934,"Saint Joseph Riverside Hospital","BOLINDALE","OH",-0080.833420,+0041.246166
5935,"Saint Josephs Hospice","EAST CANTON","OH",-0081.260109,+0040.838387
5936,"Saint Josephs Hospital","AMHERST","OH",-0082.167374,+0041.450871
5937,"Saint Lukes Hospital","CLEVELAND","OH",-0081.606239,+0041.484772
5938,"Saint Lukes Hospital","PERRYSBURG","OH",-0083.681877,+0041.557274
5939,"Saint Marys Hospital (historical)","CINCINNATI","OH",-0084.528275,+0039.110340
5940,"Saint Rita Hospital","FORT SHAWNEE","OH",-0084.117447,+0040.740879
5941,"Saint Thomas Hospital","AKRON","OH",-0081.513451,+0041.097279
5942,"Saint Vincents Hospital","ROSSFORD","OH",-0083.542152,+0041.667831
5943,"Salem Community Hospital","WASHINGTONVILLE","OH",-0080.832298,+0040.900337
5944,"Salem Dartmouth Hospital","DAYTON","OH",-0084.216049,+0039.773117
5945,"Samaritan Hospital","ASHLAND","OH",-0082.310448,+0040.859497
5946,"San Antonio Hospital","KENTON","OH",-0083.606323,+0040.650883
5947,"Saybrook Medical Center","ASHTABULA","OH",-0080.831482,+0041.848942
5948,"Selby General Hospital","WILLIAMSTOWN","OH",-0081.444283,+0039.440353
5949,"Selby Hospital","BOAZ","OH",-0081.450951,+0039.415901
5950,"Shaw Sanitarium","UNIONTOWN","OH",-0081.430664,+0041.016449
5951,"Sheltering Arms Hospital","ATHENS","OH",-0082.112930,+0039.336742
5952,"Shriners Burn Institute","CINCINNATI","OH",-0084.505775,+0039.137280
5953,"Southside Medical Center","AUSTINTOWN","OH",-0080.658401,+0041.096725
5954,"Southview Hospital","CENTERVILLE","OH",-0084.203827,+0039.635620
5955,"Southwest Community Hospital","BEREA","OH",-0081.831528,+0041.370049
5956,"Springview Hospital","SPRINGFIELD","OH",-0083.758812,+0039.924782
5957,"Stark County Infirmary","CANTON","OH",-0081.384552,+0040.827278
5958,"Stillwater Sanitarium","ENGLEWOOD","OH",-0084.256615,+0039.841999
5959,"Sunny Acres Sanatorium","BEACHWOOD","OH",-0081.501511,+0041.441723
5960,"Sycamore Hospital","MIAMISBURG","OH",-0084.248550,+0039.637276
5961,"Talbert Hospital","BROOKLYN HEIGHTS","OH",-0081.649284,+0041.485332
5962,"Thomas Hospital","DAYTON","OH",-0084.255501,+0039.735058
5963,"Tiffin Development Center","TIFFIN","OH",-0083.161026,+0041.131443
5964,"Timken Mercy Medical Center","CANTON","OH",-0081.395119,+0040.812557
5965,"Toledo State Hospital","PERRYSBURG","OH",-0083.603264,+0041.619770
5966,"Tremont Sanitarium","ARLINGTON HEIGHTS","OH",-0084.545776,+0039.210339
5967,"Trumbull Memorial Hospital","BOLINDALE","OH",-0080.799240,+0041.236168
5968,"Tuscarawas County Infirmary","BARNHILL","OH",-0081.404549,+0040.470894
5969,"Twin Cities Hospital","BARNHILL","OH",-0081.336502,+0040.401733
5970,"Union Hospital","DOVER","OH",-0081.455673,+0040.514236
5971,"University Hospital","BEXLEY","OH",-0083.017967,+0039.995064
5972,"University Hospitals","BRATENAHL","OH",-0081.605675,+0041.506725
5973,"Van Wert County Hospital","VAN WERT","OH",-0084.578285,+0040.850609
5974,"Veterans Hospital","CINCINNATI","OH",-0084.508278,+0039.139500
5975,"Veterans Memorial Hospital","MASON","OH",-0082.045425,+0039.037857
5976,"Warren General Hospital","BOLINDALE","OH",-0080.777298,+0041.230888
5977,"Wayne General Hospital","ORRVILLE","OH",-0081.784027,+0040.837559
5978,"Wayne Hospital","GREENVILLE","OH",-0084.634674,+0040.088379
5979,"Wellington Community Hospital","WELLINGTON","OH",-0082.208206,+0041.164772
5980,"West Side County Clinic","BROOKLYN","OH",-0081.729576,+0041.475048
5981,"Westview Acres Care Center","EATON","OH",-0084.646622,+0039.761440
5982,"Wilson Hospital","PORT JEFFERSON","OH",-0084.168556,+0040.287270
5983,"Windsor Hospital","BENTLEYVILLE","OH",-0081.390114,+0041.435333
5984,"Womens Hospital (historical)","BRATENAHL","OH",-0081.618179,+0041.505054
5985,"Woodruff Hospital","ROSSFORD","OH",-0083.552429,+0041.659489
5986,"Woodruff Memorial Institute (historical)","BRATENAHL","OH",-0081.625130,+0041.503944
5987,"Wooster Community Hosital","SMITHVILLE","OH",-0081.932922,+0040.820618
5988,"Wright Nursing Center","BROOKLYN","OH",-0081.781792,+0041.484489
5989,"Wright-Patterson Medical Center","FAIRBORN","OH",-0084.037430,+0039.805336
5990,"Arbuckle Memorial Hospital","SULPHUR","OK",-0096.996407,+0034.505917
5991,"Baptist Hospital","LAKE ALUMA","OK",-0097.534760,+0035.529228
5992,"Barlett Hospital","KIEFER","OK",-0096.100273,+0035.992313
5993,"Central State Hospital","NORMAN","OK",-0097.427536,+0035.228397
5994,"Childrens Hospital","BETHANY","OK",-0097.633102,+0035.511166
5995,"Comanche County Memorial Hospital","FORT SILL","OK",-0098.434776,+0034.610352
5996,"Curry Hospital","KIEFER","OK",-0096.114441,+0035.994812
5997,"Deaconess Hospital","BETHANY","OK",-0097.584488,+0035.526447
5998,"Eastern Oklahoma State Hospital","VINITA","OK",-0095.122185,+0036.659248
5999,"Grady Memorial Hospital","CHICKASHA","OK",-0097.962822,+0035.048676
6000,"Great Plains Hospital","APACHE","OK",-0098.492004,+0034.591461
6001,"Hillcrest Hospital","OKLAHOMA CITY","OK",-0097.548645,+0035.407001
6002,"Hillcrest Hospital","TULSA","OK",-0095.969162,+0036.146202
6003,"Hurley Hospital","COALGATE","OK",-0096.217491,+0034.541203
6004,"Kiowa Indian Hospital","FORT SILL","OK",-0098.380890,+0034.626743
6005,"Memorial Hospital","ATOKA","OK",-0096.140549,+0034.372311
6006,"Mercy Hospital","THE VILLAGE","OK",-0097.600601,+0035.606995
6007,"Mercy Hospital","TULSA","OK",-0095.983055,+0036.149811
6008,"Moton Hospital","TULSA","OK",-0095.985832,+0036.177311
6009,"Municipal Hospital","VALLEY BROOK","OK",-0097.465874,+0035.333393
6010,"Park View Hosptial","EL RENO","OK",-0097.980606,+0035.530334
6011,"Reynolds Army Community Hospital","FORT SILL","OK",-0098.416161,+0034.648682
6012,"Saint Anthony Hospital","FOREST PARK","OK",-0097.523102,+0035.478123
6013,"Saint Marys Hospital","ENID","OK",-0097.871162,+0036.393364
6014,"Shawnee Indian Sanatorium","SHAWNEE","OK",-0096.922798,+0035.295353
6015,"South Community Hospital","OKLAHOMA CITY","OK",-0097.537811,+0035.422562
6016,"Southwestern Hospital","FORT SILL","OK",-0098.393661,+0034.594795
6017,"Southwestern Medical Center","LAWTON","OK",-0098.463120,+0034.592857
6018,"State Veterans Hospital","SULPHUR","OK",-0096.961678,+0034.494259
