id,year,text,Council_District
2669,2017,"Quit spending frivolously on idiotic programs that only serve the few and start focusing on the growth and how our public services will meet this demand (i.e. Police, Fire, EMT).  Quit getting involved in all the silly social issues such as TG, etc. and spend time running the city instead of placating a bunch of different groups that may or may not vote for you.  End our Sanctuary City policy, the ones that are being hurt the most from the criminal element in the city are the GOOD immigrant community that do, like most Austinites, go to work every day to earn a living for their family.  Instead you waste your time placating the immigrant groups without fully realizing that this policy may harm them the most.  But hey politics...well...is politics.  I liked you in the beginning, had friends on your campaign staff, others donated to your campaign, but you've done nothing but coddle the inside the 78701, 02, 03, 04 crowd.  There are many in the outlying areas that, even with the 10-1 plan, are still underrepresented.",8
2670,2017,quit spending money on special interest,8
2671,2017,Quit spending money.,5
2672,2017,QUIT TEARING UP STREETS AT THE SAME TIME,9
2673,2017,Quit trying to crowd more people into my central Austin neighborhood.,4
2674,2017,"Quit trying to put affordable housing downtown. There is no affordable grocery stores or easily assessable resources downtown.  
Please move the homeless shelter from downtown. It's puts everyone going downtown at risk. It's a problem.",10
2675,2017,quit trying to shove bike travel down our throats. we are not Oregon,3
2676,2017,QUIT WITH THE SOCIAL ENGINEERING AND FOCUS ON BASIC SERVICES INFRASTRUCTURE UTILITIES AND POLICE AND FIRE EMS SERVICES.,6
2677,2017,quit working on federal issues and focus on Austin departments and issues.,1
2678,2017,"Quit. Please. Step down. We need to more accurately plan our infrastructure for the projected growth. Our infrastructure planning has been abysmal. Stop using legislation to inhibit growth. If you want Austin to be a progressive, modern city then you need to start taking actions to make this happen. Saying it is not enough. But most importantly please quit. Do as all a favor. Announce your resignation.",5
2679,2017,QUITE PROMOTING FOR PEOPLE TO MOVE HERE. ESPECIALLY OUT OF STATE PEOPLE. THE CITY OF AUSTIN HAS BEEN RUINED.,8
2680,2017,"QUITE TRYING TO PLEASE BOTH SIDES, FOR THE SAKE OF YOUR FUTURE, POLITICAL CAREER, ACT IN THE NOW. STOP BEING A WIMP.",5
2681,2017,"Run the train at night and on the weekends.  Don't worry about bathrooms, worry about keeping the police safe and our homes safe.  No more toll roads. ALL new roads should include bike lanes or shoulders for bikes to ride in.",1
2682,2017,"RAIL IS NOT THE ANSWER, STOP WASTING MONEY ON THAT, FIND OTHER SOLUTIONS TO FIX TRANSPORTATION ISSUES, CODENEXT IS HORRIBLE, LISTEN TO NEIGHBORHOOD RESIDENTS RATHER THAN FORCING CITY AGENDA ON TAXPAYERS. AUSTIN SERIOUS CONGESTION AND HIGH PROPERTY TAXES WILL PROBABLY BE THE MITIGATING FACTORS IN MY MOVING BACK TO FLORIDA IN THE NEXT 2 YEARS THESE ISSUES ARE THAT SUBSTANTIVE TO ME",10
2683,2017,"Raise minimum wage, affordable housing. Horrible service at post office",4
2684,2017,"raise minimum wage, need affordable healthcare and housing",1
2685,2017,Rapid transit.,9
2686,2017,READ THE HIGH COST OF FREE PARKING BY DONALD SHOUP.,1
2687,2017,REAL ESTATE AND FREE ROAD ACCESS ARE FAR TOO COSTLY. STOP THE PROPERTY MARKET FROM SKYROCKETING. STOP THE TOLL ROADS.,4
2688,2017,Real estate taxes are too high,10
2689,2017,REAL PROGRESS HAS NOT BEEN MADE ON OUR ROAD AND PUBLIC TRANSPORTATION INFRASTRUCTURE. SHOULD THE CITY KEEP GROWING AT AN FAST RATE. OUR CITY NEEDS TO BE BETTER FUNDED AND PRIORITIZED IN ORDER TO MEET DEMAND.,4
2690,2017,Realty taxes are increasing very fast pate. Need to control tax increases with CPI,10
2691,2017,Rebuild I 35 from Ben White To Hwy 290,7
2692,2017,"Recently when the mayor spoke at our neighborhood meeting, he evaded the main reason for attending(Code X).  And failed to answer any direct questions.",10
2693,2017,"RECYCLING, BICYCLING COMPOSITNG",8
2694,2017,REDUCE COMMERCIAL DRAINAGE AND TRANSPORTATION FEES. THE RECENT INCREASE IS OUTRAGEOUS.,10
2695,2017,Reduce property taxes!,10
2696,2017,Reduce property taxes.  Willing to pay fair share but that's not happening - e.g. compared to the breaks commercial entities get.,4
2697,2017,"Reduce real estate taxes and stop wasting money on PC nonsense. This is the cause of the affordability problem.
Eliminate the 7th street shelter.  It is a nuisance and a safety hazard.",9
2698,2017,reduce taxes,2
2699,2017,REDUCE THE COST OF CITY SERVICES SUCH AS ELIMINATE UNNECESSARY PERMITS. REDUCE THE MULTIPLE CUSTOMER SERVICE CHARGES ON THE AUSTIN ENERGY BILL.,6
2700,2017,Refocus on people issues.,8
2701,2017,"Reform of public information access to include completeness (A/V, communications, records...) and ease of access to public information.",6
2702,2017,Relocate the Governor's mansion to Waco.,1
2703,2017,"Relocate the homeless shelter from downtown. Buy out the owner of the Tarrytown Center, because she won't allow businesses that deal in animal products, so we can't have good restaurants in the neighborhood.",10
2704,2017,Remove the stop lights on 360. Build a light rail system that includes the airport as a destination. Build more bridges across lake Austin.,10
2705,2017,REPEAL SANCTUARY CITY RULE AND COOPERATE WITH STATE AND FEDERAL GOVERNMENTS.,4
2706,2017,Replace the city council,4
2707,2017,"Represent all city of Austin residents, not just the ones who live in or near downtown Austin.  We live in Northwest Austin and do not get good representation, poor city services (other than water and EMS).  Never see the police in our neighborhood.  Before being annex in the late '90s we always saw Travis County police.",6
2708,2017,reroute the Mopac trains.,10
2709,2017,"RESPECT THE SENIOR CITIZENS AND DRIVE DOWN BERKMAN DR AT 8 AM AND 5 PM 2ND LINES RD CUT FOR BIKERS WHO NEVER USE THE BIKE LANES. THE ROADS ARE AWFUL , WE NEVER SEE A PATROL CAR, AIRPORT & 51ST STREET IS LIKE A DEATH TRAP, HAVE A NICE DAY . BE SURE TO REACH YOUR MALE STAFF TO RESPECT THE ELDERLY",4
2710,2017,Restrict water use.  No new development in areas dependent on well water.  No well water use supplementing City water for yard use.,9
2711,2017,"Review the management of all departments. Most are not well managed. Managers do not tell the truth and will smile as they lie to you. The city government comes first; not the welfare of the citizens. There needs to be accountability and penalties for city employees at any level to do their jobs effectively and timely.
The City of Austin needs to return to providing basic services extremely well. the City of Austin is currently involved in way too many areas/services/programs that should not be  provided by City government with tax payer dollars. The City of Austin pays too much for the quality of most of the personnel it hires; particularly in high level positions. The City places diversity above quality in hiring maters. I expected the Mayor to improve City government efficiency. I have been very disappointed.",10
2712,2017,Review your priorities! There is more to Austin than downtown! No sanctuary city!,10
2713,2017,"RISING COSTS ARE MAKING IT INCREASINGLY DIFFICULT FOR SENIORS TO STAY IN THEIR HOMES (PROPERTY TAXES, UTILITY SERVICES). PROPERTY TAXES MUST BE ADJUSTED.",2
2714,2017,RISING PROPERTY TAXES ARE A GREAT CONCERN FOR ALL AUSTINITES.,5
2715,2017,"Rising property values and taxes. They are getting out of control, causing people to leave.",1
2716,2017,Road conditions on major and inter-city highways need to be reviewed and improved,9
2717,2017,Road quality and traffic lights really need to improve.  Traffic is a mess!,9
2718,2017,ROAD QUALITY IS POOR,9
2719,2017,"Roads!, public transit",1
2720,2017,South Austin off 1st south of Ben white. Is growing fast & we do not have enough small parks & walkable spaces. I would like to see more with more shade trees.,2
2721,2017,Speed up building permits.,9
2722,2017,"Safety on the roads. I avoid driving when possible because I feel it's dangerous driving on Austin roads. People go too fast, don't abide by traffic rules, I see accidents almost happen or happen regularly, drivers aren't paying attention while driving due to electronic device use, not allowing people to merge, weaving in traffic, tailgating, not using their signals, and likely driving under the influence of drugs or alcohol. I think the city needs to do more public service announcements on safe driving habits and be stricter on passing driver license tests; driving is a privilege not a right.",5
2723,2017,Safety on the streets. I live and work central and don't feel safe walking (day or night) by myself anymore.,3
2724,2017,"Safety, housing",4
2725,2017,SCALE! WE'RE DOING GOV'T LIKE WE ARE STILL SMALL AND WE'RE NOT. USE TECH MORE. USE CITIZENRY. STOP RISING TAXES.,10
2726,2017,SCRAP CODE NEXT AND BUILD A NEW CITY PLANNING DEPARTMENT FROM THE GROUND UP,9
2727,2017,"Scrap CODENEXT as it is.  In an ill-planned effort to make zoning in the city less complicated, you have completely up-ended residential neighborhoods and turned them into potentially overcrowded, overly expensive urban high-rise zones.  The neighborhoods will no longer be the calm, quiet single-family neighborhoods the surrounding streets were designed to serve.  Density for density's sake is extremely unwise.  In a wrong-minded effort to create ""affordable housing"", you are making all housing not only unaffordable but undesirable.",7
2728,2017,security is top priority,4
2729,2017,SEEK PROFESSIONAL COUNSELING. LIVE WITH THE HOMELESS.,9
2730,2017,SEND CODENEXT BACK TO THE DRAWING BOARD!,7
2731,2017,Seniors are being property taxed out of their homes.  It is the most unfair tax for anyone just wanting die at home!  An arbitrary value placed on a home that the buyer will never see.,5
2732,2017,-Set the city's priorities based on the majority; not the loud minority and political correctness. Raising taxes to pay for homeless care...really. This city has become a haven for the homeless across the country. Not something to be proud of. Care for our,6
2733,2017,Should be priority on public restrooms. There on 2 on the whole trail on the east side and none downtown .,3
2734,2017,"Should do more about parking problems in neighborhoods that are starting to get filled up with businesses that rarely have enough parking to support their customers, leading to overflow of parking on the street. Sometimes guests have to walk for blocks as the street in front of my house is a parking lot.",3
2735,2017,"Should have used Brackenridge for homeless and related programming, not more luxury homes.",6
2736,2017,SHOW STRONGER SUPPORT FOR THE ENTERTAINMENT INDUSTRY TO ENSURE THE LABORERS AND ENTERTAINERS CONTINUE TO MAKE AUSTIN A POWERHOUSE. INCREASE FILM INCENTIVES AND PROGRAMS THAT PAY MUSICIANS AND ARTISTS PROFESSIONAL LIVING WAGES.,7
2737,2017,"Sidewalks in my area, help improving my house, lower my electric bill.",3
2738,2017,sidewalks on Neans Drive,4
2739,2017,"SIDEWALKS, BIKE PATHS, PARKS AND GREEN SPACES, POOLS. COMPLETE THE VIOLET CROWN AND WALNUT TRAILS. ADD A BIKE PATH SEPARATE FROM HIKING ON LADY BIRD. ALLOW RV'S TO BE PARKED IN THE DRIVEWAY (CHANGE THAT CODE).",7
2740,2017,Simplify city planning efforts like CodeNEXT.,10
2741,2017,Sir - please keep up the outstanding service you render for the people of Austin.,10
2742,2017,Slow down development,3
2743,2017,SO MANY LAND AND TEXAS AND THE HIGHWAYS IS RIDICULOUS SMALL WITH SO MANY LAND.,5
2744,2017,"So many to start with. One that is very overlooked is traffic safety / enforcement. Not enforcing red lights, stops signs, etc. just leads to larger and more dangerous driving infractions.",3
2745,2017,"Some city staff are good, many are not productive, wasting money.",3
2746,2017,SOME LIGHTS CHANGE TOO FAST.,1
2747,2017,Something has to be done about city of Austin water.  My bill has steadily increased over 50% year to year for the last 4 years.,8
2748,2017,Something like the Playground series but with indoor locations would be good during summer.,4
2749,2017,South Austin could really use at least one dog park south of Riverside.,8
2750,2017,Speed up highway construction.,2
2751,2017,Speed up on road construction.  Correct bad timing on long lights.  Out in right turning lanes and turn-arounds on main roads.  And quit using the APD as a profit center.  They claim to be understaffed but they over patrol and write too many tickets instead of real law enforcement.   Major cities don't do that.,1
2752,2017,SPEND LESS ON BICYCLE LANES AND USE THE MONEY AND RESOURCES TO MAINTAIN AND ADD SIDEWALKS AND URBAN TRAIL SYSTEM. SIDEWALK MAINTENANCE AND CODE ENFORCEMENT ARE TERRIBLE.,6
2753,2017,SPEND TAX MONEY ON THINGS THAT HELP EVERYBODY. LIKE ROADS AND TRAFFIC ISSUES. REDUCE SPENDING ON THINGS THAT CATER TO SPECIAL INTERESTS.,3
2754,2017,SPEND YOUR TIME ON THE TRAFFIC ISSUE,3
2755,2017,SPENDING OF TAX REVENUE.,6
2756,2017,Staff is capable and easy to work with. Thank you. Love to see a more functional recycling program,10
2757,2017,STAND AND SUPPORT OUR GOVERNOR. DON'T ALLOW LIBERALS TO SWAY YOU.,6
